REQUIREMENT_DESIGNATION,COURSE,TITLE,UNITS_MINIMUM,UNITS_MAXIMUM,RQMNT_DESIGNTN,LS_ESSENTIAL_SKILL,FIRST_TERM,LAST_TERM,CRSE_ID,FIRST_TERM_CODE,LAST_TERM_CODE
Science and Applied Science,GLG 101,PHYSICAL GEOLOGY,3,3,SAS,Scientific Inquiry,Fall 2012,,003742,1127,
Science and Applied Science,GLG 101,PHYSICAL GEOLOGY,3,3,SAS,,Fall 1999,Summer 2012,003742,0997,1124
Science and Applied Science,GLG 101H,PHYSICAL GEOLOGY-HONORS,3,3,SAS,Scientific Inquiry,Fall 2012,Summer 2014,009388,1127,1144
Science and Applied Science,GLG 101H,PHYSICAL GEOLOGY-HONORS,3,3,SAS,,Fall 2003,Summer 2012,009388,1037,1124
Science and Applied Science,GLG 102,HISTORICAL GEOLOGY,3,3,SAS,Scientific Inquiry,Fall 2012,,003743,1127,
Science and Applied Science,GLG 102,HISTORICAL GEOLOGY,3,3,SAS,,Fall 1999,Summer 2012,003743,0997,1124
Science and Applied Science,GLG 107,OCEANOGRAPHY,3,3,SAS,Scientific Inquiry,Fall 2012,,003768,1127,
Science and Applied Science,GLG 107,OCEANOGRAPHY,3,3,SAS,,Fall 2007,Summer 2012,003768,1077,1124
Science and Applied Science,GLG 110,ENVIRONMENTAL GEOLOGY,3,3,SAS,Scientific Inquiry,Fall 2012,,003746,1127,
Science and Applied Science,GLG 110,ENVIRONMENTAL GEOLOGY,3,3,SAS,,Fall 2005,Summer 2012,003746,1057,1124
Science and Applied Science,GLG 110,ENVIRONMENTAL GEOL,3,3,SAS,,Fall 1999,Summer 2005,003746,0997,1054
Science and Applied Science,GLG 112,GEOLOGIC DISASTERS,3,3,SAS,Scientific Inquiry,Fall 2012,,003748,1127,
Science and Applied Science,GLG 112,GEOLOGIC DISASTERS,3,3,SAS,,Fall 1999,Summer 2012,003748,0997,1124
Science and Applied Science,GLG 112H,GEOLOGIC DISASTERS - HONORS,3,3,SAS,Scientific Inquiry,Fall 2012,Summer 2014,009763,1127,1144
Science and Applied Science,GLG 112H,GEOLOGIC DISASTERS - HONORS,3,3,SAS,,Fall 2005,Summer 2012,009763,1057,1124
Science and Applied Science,GLG 115,CLIMATE CHANGE,3,3,SAS,Scientific Inquiry,Fall 2012,,010198,1127,
Science and Applied Science,GLG 115,CLIMATE CHANGE,3,3,SAS,,Spring 2008,Summer 2012,010198,1081,1124
Science and Applied Science,GLG 190,THE PLANETS,3,3,SAS,Scientific Inquiry,Fall 2012,,003752,1127,
Science and Applied Science,GLG 190,THE PLANETS,3,3,SAS,,Fall 1999,Summer 2012,003752,0997,1124
Science and Applied Science,GLG 190H,THE PLANETS - HONORS,3,3,SAS,Scientific Inquiry,Fall 2012,Summer 2014,003753,1127,1144
Science and Applied Science,GLG 190H,THE PLANETS - HONORS,3,3,SAS,,Fall 2002,Summer 2012,003753,1027,1124
Science and Applied Science,GLG 202,DINOSAURS,3,3,SAS,Scientific Inquiry,Fall 2012,,010205,1127,
Science and Applied Science,GLG 202,DINOSAURS,3,3,SAS,,Fall 2008,Summer 2012,010205,1087,1124
Science and Applied Science,GLG 265,EARTHQUAKES,3,3,SAS,Scientific Inquiry,Fall 2012,,003762,1127,
Science and Applied Science,GLG 265,EARTHQUAKES,3,3,SAS,,Fall 1999,Summer 2012,003762,0997,1124
Science and Applied Science,GLG 307,OCEANOGRAPHY,3,3,SAS,,Spring 2000,Summer 2007,003768,1001,1074
Science and Applied Science,GSP 130,MAPPING THE WORLD,3,3,SAS,,Fall 2012,,010668,1127,
Science and Applied Science,GSP 239,INTRO TO GEOGRAPHIC INFO SYS,4,4,SAS,Quantitative Reasoning,Fall 2012,,003612,1127,
Science and Applied Science,GSP 239,INTRO TO GEOGRAPHIC INFO SYS,4,4,SAS,,Fall 2011,Summer 2012,003612,1117,1124
Science and Applied Science,HHS 310,MEDICAL AND SCIENTIFIC TERMS,4,4,SAS,Scientific Inquiry,Fall 2012,Summer 2014,009302,1127,1144
Science and Applied Science,HHS 310,MEDICAL AND SCIENTIFIC TERMS,4,4,SAS,,Fall 2009,Summer 2012,009302,1097,1124
Science and Applied Science,HON 143,HONORS SEMINAR: S/AS,1,3,SAS,,Spring 2004,,009549,1041,
Science and Applied Science,HON 243,HONORS SEMINAR: SAS,1,3,SAS,,Fall 2009,,009554,1097,
Science and Applied Science,HON 243,HONORS SEMINAR: S/AS,1,3,SAS,,Summer 2004,Summer 2009,009554,1044,1094
Science and Applied Science,HON 293,SCIENTIFIC AWARENESS,3,3,SAS,Scientific Inquiry,Fall 2012,,010656,1127,
Science and Applied Science,HON 293,SCIENTIFIC AWARENESS,3,3,SAS,,Fall 2011,Summer 2012,010656,1117,1124
Science and Applied Science,HON 343,HONORS SEMINAR: S/AS,1,3,SAS,,Summer 2004,,009558,1044,
Science and Applied Science,HON 393,ADVANCED HONORS SEMINAR (SAS),3,3,SAS,Scientific Inquiry,Fall 2012,,010660,1127,
Science and Applied Science,HON 393,ADVANCED HONORS SEMINAR (SAS),3,3,SAS,,Fall 2011,Summer 2012,010660,1117,1124
Science and Applied Science,HS 310,MEDICAL AND SCIENTIFIC TERMS,4,4,SAS,Scientific Inquiry,Fall 2014,,009302,1147,
Science and Applied Science,MAT 131,TOPICS IN CALCULUS,3,3,SAS,Quantitative Reasoning,Fall 2012,,005209,1127,
Science and Applied Science,MAT 131,TOPICS IN CALCULUS,3,3,SAS,,Fall 2010,Summer 2012,005209,1107,1124
Science and Applied Science,MAT 131,TOPICS IN CALCULUS,3,4,SAS,,Fall 1999,Summer 2010,005209,0997,1104
Science and Applied Science,MAT 136,CALCULUS I,4,4,SAS,Quantitative Reasoning,Fall 2012,,005211,1127,
Science and Applied Science,MAT 136,CALCULUS I,4,4,SAS,,Fall 1999,Summer 2012,005211,0997,1124
Science and Applied Science,MAT 136H,CALCULUS I-HONORS,4,4,SAS,,Fall 2002,Summer 2003,005212,1027,1034
Science and Applied Science,MAT 226,DISCRETE MATHEMATICS,3,3,SAS,Quantitative Reasoning,Fall 2012,,005221,1127,
Science and Applied Science,MAT 226,DISCRETE MATHEMATICS,3,3,SAS,,Fall 1999,Summer 2012,005221,0997,1124
Science and Applied Science,NSD 156,FUND/NUTRITION SCI,3,3,SAS,,Fall 1999,Fall 2001,006071,0997,1017
Science and Applied Science,NTS 135,APPLD NUTRITION & FOOD SELECTN,3,3,SAS,Scientific Inquiry,Fall 2012,,006097,1127,
Science and Applied Science,NTS 135,APPLD NUTRITION & FOOD SELECTN,3,3,SAS,,Fall 2005,Summer 2012,006097,1057,1124
Science and Applied Science,NTS 135,APPL NUTRI&FOOD SEL,3,3,SAS,,Summer I 2002,Summer 2005,006097,1023,1054
Science and Applied Science,NTS 156,FUND NUTRITION SCI,3,3,SAS,,Summer I 2001,Spring 2003,006098,1013,1031
Science and Applied Science,NTS 256,MEDICAL NUTRITION,3,3,SAS,Scientific Inquiry,Fall 2012,,006099,1127,
Science and Applied Science,NTS 256,MEDICAL NUTRITION,3,3,SAS,,Summer 2005,Summer 2012,006099,1054,1124
Science and Applied Science,NTS 256,SCIENCE OF NUTRITION,3,3,SAS,,Fall 2002,Spring 2005,006099,1027,1051
Science and Applied Science,NTS 256H,MEDICAL NUTRITION - HONORS,3,3,SAS,Scientific Inquiry,Fall 2012,,006100,1127,
Science and Applied Science,NTS 256H,MEDICAL NUTRITION - HONORS,3,3,SAS,,Summer 2005,Summer 2012,006100,1054,1124
Science and Applied Science,NTS 256H,SCI OF NUTRITION-HONORS,3,3,SAS,,Fall 2002,Spring 2005,006100,1027,1051
Science and Applied Science,PHI 103,INTRODUCTION TO LOGIC,3,3,SAS,Quantitative Reasoning,Fall 2012,,006456,1127,
Science and Applied Science,PHI 103,INTRODUCTION TO LOGIC,3,3,SAS,,Fall 2005,Summer 2012,006456,1057,1124
Science and Applied Science,PHI 103,INTRO TO LOGIC,3,3,SAS,,Fall 1999,Summer 2005,006456,0997,1054
Science and Applied Science,PHI 103H,INTRODUCTION TO LOGIC - HONORS,3,3,SAS,Quantitative Reasoning,Fall 2012,,006457,1127,
Science and Applied Science,PHI 103H,INTRODUCTION TO LOGIC - HONORS,3,3,SAS,,Fall 2005,Summer 2012,006457,1057,1124
Science and Applied Science,PHI 103H,INTRO TO LOGIC - HONORS,3,3,SAS,,Spring 2003,Summer 2005,006457,1031,1054
Science and Applied Science,PHI 303,DECISION THEORY,3,3,SAS,Scientific Inquiry,Fall 2012,,010605,1127,
Science and Applied Science,PHI 303,DECISION THEORY,3,3,SAS,,Fall 2011,Summer 2012,010605,1117,1124
Science and Applied Science,PHI 303H,DECISION THEORY - HONORS,3,3,SAS,Scientific Inquiry,Fall 2012,,010606,1127,
Science and Applied Science,PHI 303H,DECISION THEORY - HONORS,3,3,SAS,,Fall 2011,Summer 2012,010606,1117,1124
Science and Applied Science,PHS 101,PHYSICAL SCI IN EVERYDAY LIFE,3,3,SAS,,Fall 2005,Summer 2009,006609,1057,1094
Science and Applied Science,PHS 101,PHYS SCI EVRY LIFE,3,3,SAS,,Fall 1999,Summer 2005,006609,0997,1054
Science and Applied Science,PHSI 102L,EVERYDAY PHYSICAL SCIENCE,4,4,SAS,Scientific Inquiry,Spring 2013,,011049,1131,
Science and Applied Science,PHY 107,CONCEPTS OF PHYSICS,3,3,SAS,,Fall 1999,Spring 2012,006645,0997,1121
Science and Applied Science,PHY 111,GENERAL PHYSICS I,3,3,SAS,,Fall 2005,Summer 2009,006647,1057,1094
Science and Applied Science,PHY 111,GENERAL PHYSICS,3,3,SAS,,Fall 1999,Summer 2005,006647,0997,1054
Science and Applied Science,PHY 112,GENERAL PHYSICS II,3,3,SAS,,Fall 1999,Summer 2009,006650,0997,1094
Science and Applied Science,PHY 161,UNIVERSITY PHYSICS I,3,3,SAS,,Fall 1999,Summer 2009,006657,0997,1094
Science and Applied Science,PHY 172,UNIV PHYSICS II FOR PHYSICISTS,5,5,SAS,Scientific Inquiry,Fall 2014,,011530,1147,
Science and Applied Science,PHY 262,UNIVERSITY PHYSICS II,3,3,SAS,Scientific Inquiry,Fall 2012,,006662,1127,
Science and Applied Science,PHY 262,UNIVERSITY PHYSICS II,3,3,SAS,,Fall 2005,Summer 2012,006662,1057,1124
Science and Applied Science,PHY 262,UNIVERSITY PHY II,3,3,SAS,,Fall 2002,Summer 2005,006662,1027,1054
Science and Applied Science,PHY 262,UNIVERSITY PHY II,0,3,SAS,,Fall 1999,Sumr 10 Wk 2002,006662,0997,1026
Science and Applied Science,SA 204,TOPICS IN STUDY ABROAD - S/AS,1,6,SAS,Any Skill,Fall 2012,,009516,1127,
Science and Applied Science,SA 204,TOPICS IN STUDY ABROAD - S/AS,1,6,SAS,,Spring 2004,Summer 2012,009516,1041,1124
Science and Applied Science,SA 214,TPCS IN STUDY ABROAD - S/AS-GD,1,6,SASG,Any Skill,Fall 2012,,009770,1127,
Science and Applied Science,SA 214,TPCS IN STUDY ABROAD - S/AS-GD,1,6,SASG,,Fall 2005,Summer 2012,009770,1057,1124
Science and Applied Science,SA 304,SPEC TOPICS IN STDY ABRD-S/AS,1,6,SAS,Any Skill,Fall 2012,,009520,1127,
Science and Applied Science,SA 304,SPEC TOPICS IN STDY ABRD-S/AS,1,6,SAS,,Spring 2004,Summer 2012,009520,1041,1124
Science and Applied Science,SA 314,TPCS IN STUDY ABROAD - S/AS-GD,1,6,SASG,Any Skill,Fall 2012,,009775,1127,
Science and Applied Science,SA 314,TPCS IN STUDY ABROAD - S/AS-GD,1,6,SASG,,Fall 2005,Summer 2012,009775,1057,1124
Science and Applied Science,SCIN 281,ASTRONOMY (SOLAR SYSTEM),3,3,SAS,Scientific Inquiry,Fall 2014,,011611,1147,
Science and Applied Science,SHP 210,MEDICAL AND SCIENTIFIC TERMS,4,4,SAS,,Fall 2005,Spring 2006,009302,1057,1061
Science and Applied Science,SHP 310,MEDICAL AND SCIENTIFIC TERMS,4,4,SAS,,Summer 2006,Summer 2009,009302,1064,1094
Science and Applied Science,SST 191,COM DISORDERS IN LIT AND MEDIA,3,3,SAS,Effective Writing,Fall 2012,,001687,1127,
Science and Applied Science,SST 191,COM DISORDERS IN LIT AND MEDIA,3,3,SAS,,Fall 2005,Summer 2012,001687,1057,1124
Science and Applied Science,STA 270,APPLIED STATISTICS,3,3,SAS,Quantitative Reasoning,Fall 2012,,008088,1127,
Science and Applied Science,STA 270,APPLIED STATISTICS,3,3,SAS,,Fall 1999,Summer 2012,008088,0997,1124
Science and Applied Science,STAT 271,INTRODUCTION TO STATISTICS,3,3,SAS,Quantitative Reasoning,Spring 2013,,011068,1131,
Science and Applied Science,SYS 211,SCIENCE & SUSTAINABLE SYSTEMS,3,3,SAS,Scientific Inquiry,Fall 2014,,011407,1147,
Science and Applied Science,USC 299,SPECIAL TOPICS,1,3,SAS,,Fall 2008,Summer 2011,010290,1087,1114
Senior Capstone,ADV 411C,ADVERTISING CAMPAIGNS,3,3,CAP,,Fall 2003,,000206,1037,
Senior Capstone,ADV 411C,ADVERTISING CAMPAIGN,3,3,CAP,,Fall 2001,Summer 2003,000206,1017,1034
Senior Capstone,AIS 490C,INDIGENOUS NATIONS IN THE 21ST,3,3,CAP,,Fall 2010,,000226,1107,
Senior Capstone,AIS 490C,STRATEGIC PLANNING,3,3,CAP,,Fall 2000,Summer 2010,000226,1007,1104
Senior Capstone,AM 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Spring 2005,Summer 2011,000236,1051,1114
Senior Capstone,AM 408C,FIELD WORK EXP,1,12,CAP,,Fall 2001,Winter 2004,000236,1017,1048
Senior Capstone,ANT 407C,APPLYING ANTHROPOLOGY,3,3,CAP,,Fall 2005,,000353,1057,
Senior Capstone,ANT 498C,SENIOR SEMINAR,3,3,CAP,,Summer I 2001,Fall 2005,000369,1013,1057
Senior Capstone,ARE 495C,SUPERVISED TEACHING; SECONDARY,1,12,CAP,,Fall 2014,,010886,1147,
Senior Capstone,ARE 495C,SUPERVISED TEACHING; SECONDARY,12,12,CAP,,Fall 2012,Summer 2014,010886,1127,1144
Senior Capstone,ARH 440C,TOPICS IN ART HISTORY,3,3,CAP,,Spring 2005,Summer 2011,000495,1051,1114
Senior Capstone,ARH 440C,VISUAL NARRATIVE,3,3,CAP,,Spring 2003,Spring 2003,000495,1031,1031
Senior Capstone,ARH 440C,CLASSICAL WOMEN/ART,3,3,CAP,,Spring 2002,Fall 2002,000495,1021,1027
Senior Capstone,ARH 440C,TOPICS ART HISTORY,3,3,CAP,,Fall 2000,Winter 2004,000495,1007,1048
Senior Capstone,ART 462C,CERAMICS EXHIBITION,3,3,CAP,,Fall 2001,,000649,1017,
Senior Capstone,ART 472C,JWLRY & MTLSMTHNG STDIO EXHIBT,3,3,CAP,,Spring 2005,,000653,1051,
Senior Capstone,ART 472C,JEWEL/METALS STD EXH,3,3,CAP,,Fall 2001,Winter 2004,000653,1017,1048
Senior Capstone,ART 482C,STUDIO EXHIBITION,3,3,CAP,,Fall 2010,,000656,1107,
Senior Capstone,ART 482C,SCULPTURE STUDIO EXHIBITION,3,3,CAP,,Spring 2005,Summer 2010,000656,1051,1104
Senior Capstone,ART 482C,SCULPTURE STUDIO EXH,3,3,CAP,,Fall 2001,Winter 2004,000656,1017,1048
Senior Capstone,ART 490C,TWO-DIMENSIONAL STUDIO EXHIBIT,3,3,CAP,,Spring 2005,,000663,1051,
Senior Capstone,ART 490C,2-D STUDIO EXHBT,3,3,CAP,,Fall 2001,Winter 2004,000663,1017,1048
Senior Capstone,AT 408C,FIELDWORK CAPSTONE,3,6,CAP,,Fall 2002,Fall 2006,000773,1027,1067
Senior Capstone,AT 497C,SR CAPSTONE PROJ ATHLETIC TRNG,3,6,CAP,,Fall 2006,,009877,1067,
Senior Capstone,BA 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Spring 2005,Summer 2006,000814,1051,1064
Senior Capstone,BA 408C,FIELDWORK EXP,1,12,CAP,,Fall 2001,Winter 2004,000814,1017,1048
Senior Capstone,BA 470C,BUSINESS IN SOCIETY,3,3,CAP,,Fall 2001,Summer 2006,000817,1017,1064
Senior Capstone,BA 490C,STRATEGIC MANAGEMENT,3,3,CAP,,Spring 2001,Summer 2006,000820,1011,1064
Senior Capstone,BASW 498C,SENIOR SEMINAR,3,3,CAP,,Fall 2014,,011372,1147,
Senior Capstone,BBA 435C,STRATEGIC LOGISTICS,3,3,CAP,,Fall 2011,,010722,1117,
Senior Capstone,BBA 465C,TECHNOLOGY MANAGEMENT PROJECT,3,3,CAP,,Fall 2009,,010412,1097,
Senior Capstone,BBA 471C,BUSINESS ETHICS,3,3,CAP,,Fall 2009,,010422,1097,
Senior Capstone,BBA 475C,PROJECT INDUSTRIAL TM,3,3,CAP,,Fall 2014,,011461,1147,
Senior Capstone,BBA 490C,STRATEGIC MANAGEMENT,3,3,CAP,,Summer 2008,,010279,1084,
Senior Capstone,BIO 401C,IMMUNOBIOLOGY,4,4,CAP,,Fall 2003,,000980,1037,
Senior Capstone,BIO 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Fall 2008,,003167,1087,
Senior Capstone,BIO 420C,ADVANCED EXERCISE PHYSIOLOGY,3,3,CAP,,Fall 2008,,009638,1087,
Senior Capstone,BIO 420CH,ADV EXER PHYSIOLOGY - HONORS,3,3,CAP,,Fall 2012,,010952,1127,
Senior Capstone,BIO 425C,ANIMAL PHYSIOLOGY,3,3,CAP,,Spring 2002,,000988,1021,
Senior Capstone,BIO 426C,PLANTS AND CLIMATE,3,3,CAP,,Fall 2010,,000991,1107,
Senior Capstone,BIO 426C,PLANT PHYSIOLOGY,3,3,CAP,,Spring 2002,Summer 2010,000991,1021,1104
Senior Capstone,BIO 430C,SCIENCE TEACHING METHODS,2,3,CAP,,Spring 2005,Summer 2014,000994,1051,1144
Senior Capstone,BIO 430C,SCI TEACHING MTHDS,2,3,CAP,,Spring 2001,Winter 2004,000994,1011,1048
Senior Capstone,BIO 435C,EVOLUTIONARY BIOLOGY,3,3,CAP,,Fall 2003,,000971,1037,
Senior Capstone,BIO 435CH,EVOLUTIONARY BIOLOGY -  HONORS,3,3,CAP,,Spring 2014,,011458,1141,
Senior Capstone,BIO 444C,HUMAN PHYSIOLOGY,4,4,CAP,,Spring 2002,,001000,1021,
Senior Capstone,BIO 444CH,HUMAN PHYSIOLOGY - HONORS,4,4,CAP,,Spring 2013,,011109,1131,
Senior Capstone,BIO 454C,APPLIED CARDIOVASCULAR PHYS,3,3,CAP,,Spring 2014,,011177,1141,
Senior Capstone,BIO 465C,ADV CLINICAL EXERCISE SCIENCE,3,3,CAP,,Fall 2008,,003171,1087,
Senior Capstone,BIO 471C,MICROBIAL ECOLOGY,3,3,CAP,,Fall 2006,,009931,1067,
Senior Capstone,BIO 472C,REVOLUTIONARY THOUGHT IN BIO,3,3,CAP,,Summer 2004,,009616,1044,
Senior Capstone,BIO 482C,HUMAN GENOMICS,3,3,CAP,,Fall 2008,,010234,1087,
Senior Capstone,BIO 482CH,HUMAN GENOMICS - HONORS,3,3,CAP,,Spring 2013,,011063,1131,
Senior Capstone,BIO 485C,UNDERGRADUATE RESEARCH,1,6,CAP,,Fall 2008,,003174,1087,
Senior Capstone,BIO 488C,MEDICAL MICROBIOLOGY,4,4,CAP,,Spring 2002,,001017,1021,
Senior Capstone,BIO 488CH,MEDICAL MICROBIOLOGY - HONORS,4,4,CAP,,Spring 2014,,011548,1141,
Senior Capstone,BIO 497C,INDEPENDENT STUDY,1,6,CAP,,Fall 2008,,003178,1087,
Senior Capstone,BSC 435C,EVOLUTIONARY BIOLOGY,3,3,CAP,,Fall 2014,,011503,1147,
Senior Capstone,BUS 449C,BUS CAPSTONE PROPOSAL DEV'T,1,1,CAP,,Fall 2014,,011590,1147,
Senior Capstone,BUS 450C,CAPSTONE/INTEGRATIVE LEARNING,2,2,CAP,,Fall 2014,,010770,1147,
Senior Capstone,BUS 450C,CAPSTONE/INTEGRATIVE LEARNING,3,3,CAP,,Fall 2012,Summer 2014,010770,1127,1144
Senior Capstone,CCE 450C,CIVIC ENGAGEMENT INTERNSHIP,3,3,CAP,,Fall 2014,,011399,1147,
Senior Capstone,CCJ 450C,DILEMMAS IN JUSTICE,3,3,CAP,,Fall 2010,,001499,1107,
Senior Capstone,CCJ 450C,VALUES IN CRIMINAL JUSTICE,3,3,CAP,,Fall 2008,Summer 2010,001499,1087,1104
Senior Capstone,CCJ 475C,GLOBAL JUSTICE,3,3,CAP,,Fall 2010,,010253,1107,
Senior Capstone,CCJ 480C,CONTEMP ISSUES IN CRIM JUSTICE,3,3,CAP,,Fall 2010,,001503,1107,
Senior Capstone,CCS 490C,CCS CAPSTONE,3,3,CAP,,Fall 2011,,010612,1117,
Senior Capstone,CENE 486C,ENGINEERING DESIGN,3,3,CAP,,Fall 2006,,001248,1067,
Senior Capstone,CENE 486C,ENGINEERING DESIGN,1,3,CAP,,Fall 1999,Summer 2006,001248,0997,1064
Senior Capstone,CHM 408C,FIELD WORK EXPERIENCE,1,12,CAP,,Fall 2013,,001330,1137,
Senior Capstone,CHM 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Fall 2004,Summer 2013,001330,1047,1134
Senior Capstone,CHM 408C,FIELDWORK EXP,1,12,CAP,,Fall 2001,Summer 2004,001330,1017,1044
Senior Capstone,CHM 425C,INSTRUMENTAL ANALYSIS,3,3,CAP,,Fall 2010,,001336,1107,
Senior Capstone,CHM 425CH,INSTRUMENTAL ANALYSIS - HONORS,3,3,CAP,,Fall 2013,,011351,1137,
Senior Capstone,CHM 442C,PHYSICAL CHEMISTRY II,3,3,CAP,,Fall 2010,,001315,1107,
Senior Capstone,CHM 442CH,PHYSICAL CHEMISTRY II - HONORS,3,3,CAP,,Spring 2014,,011453,1141,
Senior Capstone,CHM 450C,INORGANIC CHEMISTRY II,3,3,CAP,,Fall 2010,,001341,1107,
Senior Capstone,CHM 450CH,INORGANIC CHEM II -  HONORS,3,3,CAP,,Fall 2012,,010488,1127,
Senior Capstone,CHM 450H,INORGANIC CHEM II -  HONORS,3,3,CAP,,Fall 2010,Summer 2012,010488,1107,1124
Senior Capstone,CHM 462C,BIOCHEMISTRY II,3,3,CAP,,Fall 2010,,009405,1107,
Senior Capstone,CHM 462CH,BIOCHEMISTRY II - HONORS,3,3,CAP,,Spring 2014,,011450,1141,
Senior Capstone,CHM 485C,UNDERGRADUATE RESEARCH,1,6,CAP,,Fall 2004,Fall 2010,001346,1047,1107
Senior Capstone,CHM 485C,UNDERGRAD RESEARCH,1,6,CAP,,Fall 2001,Summer 2004,001346,1017,1044
Senior Capstone,CHM 497C,INDEPENDENT STUDY,1,6,CAP,,Fall 2001,Summer 2010,001348,1017,1104
Senior Capstone,CHM 498C,SENIOR SEMINAR,1,1,CAP,,Fall 2001,Summer 2010,001350,1017,1104
Senior Capstone,CIS 408C,FIELD WORK EXPERIENCE,1,12,CAP,,Summer 2011,Summer 2013,000814,1114,1134
Senior Capstone,CIS 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Fall 2006,,000814,1067,
Senior Capstone,CJ 450C,VALUES IN CRIMINAL JUSTICE,3,3,CAP,,Spring 2005,Summer 2008,001499,1051,1084
Senior Capstone,CJ 450C,VALUES CRIMINAL JUST,3,3,CAP,,Fall 2001,Winter 2004,001499,1017,1048
Senior Capstone,CM 490C,CM INTEGRATION SEMINAR,3,3,CAP,,Fall 2006,,001601,1067,
Senior Capstone,CM 490C,CM INTEGRAT SEMINAR,3,3,CAP,,Fall 2000,Summer 2006,001601,1007,1064
Senior Capstone,CS 476C,APPLIED CAPSTONE DESIGN,4,4,CAP,,Fall 2008,Summer 2011,010183,1087,1114
Senior Capstone,CS 486C,CAPSTONE EXPERIENCE,4,4,CAP,,Fall 2003,,001784,1037,
Senior Capstone,CS 486C,ENGINEERING DESIGN,3,3,CAP,,Spring 2003,Summer 2003,001784,1031,1034
Senior Capstone,CSD 455C,SURVEY OF SPEECH PATHOLOGY,3,3,CAP,,Spring 2005,Summer 2005,001694,1051,1054
Senior Capstone,CSD 455C,SURV SPH PATHOLOGY,3,3,CAP,,Fall 2003,Winter 2004,001694,1037,1048
Senior Capstone,CSE 486C,ENGINEERING DESIGN,3,3,CAP,,Fall 2001,Fall 2002,001784,1017,1027
Senior Capstone,CST 498C,SENIOR SEMINAR IN COMM STUDIES,3,3,CAP,,Fall 2014,,007691,1147,
Senior Capstone,CST 498C,SENIOR SEMINAR IN SPEECH COM,3,3,CAP,,Fall 2011,Summer 2014,007691,1117,1144
Senior Capstone,CTE 408C,FIELD WORK EXPERIENCE,1,12,CAP,,Fall 2009,Summer 2014,001829,1097,1144
Senior Capstone,CTE 408C,FIELDWORK EXPERIENCE,1,12,CAP,,Fall 2004,Summer 2009,001829,1047,1094
Senior Capstone,CTE 408C,FIELDWORK EXP,1,12,CAP,,Spring 2003,Summer 2004,001829,1031,1044
Senior Capstone,CTE 494C,SUPERVISED TEACHING: SECONDARY,12,12,CAP,,Fall 2012,,010887,1127,
Senior Capstone,CTE 495C,CAPSTONE IN CTE,3,3,CAP,,Fall 2006,,009821,1067,
Senior Capstone,DH 495C,ORAL HEALTH OUTCOMES,3,3,CAP,,Fall 2001,,001954,1017,
Senior Capstone,DIS 498C,SENIOR SEMINAR,3,3,CAP,,Spring 2010,,010456,1101,
Senior Capstone,ECI 408C,FIELD WORK EXPERIENCE,1,3,CAP,,Fall 2009,,002115,1097,
Senior Capstone,ECI 408C,FIELDWORK EXPERIENCE,1,3,CAP,,Fall 2004,Summer 2009,002115,1047,1094
Senior Capstone,ECI 408C,FIELDWORK EXP,1,3,CAP,,Fall 2001,Summer 2004,002115,1017,1044
Senior Capstone,ECI 490C,SUPERVISED TEACHING: ELEM,3,12,CAP,,Spring 2005,,002125,1051,
Senior Capstone,ECI 490C,SUPERVISED TCH ELEM,3,12,CAP,,Fall 2001,Winter 2004,002125,1017,1048
Senior Capstone,ECI 495C,SUPERVISED TEACHING: SECONDARY,12,12,CAP,,Spring 2005,Summer 2014,002129,1051,1144
Senior Capstone,ECI 495C,SUPERV TCH-SECONDARY,12,12,CAP,,Fall 2001,Winter 2004,002129,1017,1048
Senior Capstone,ECI 497C,INDEPENDENT STUDY,1,6,CAP,,Fall 2001,,002131,1017,
Senior Capstone,ECO 498C,SENIOR SEMINAR IN ECONOMICS,3,3,CAP,,Spring 2005,,002227,1051,
Senior Capstone,ECO 498C,SENIOR SEMINAR,3,3,CAP,,Fall 2001,Winter 2004,002227,1017,1048
Senior Capstone,EDU 490C,SUPERVISED TEACHING: ELEM,12,12,CAP,,Fall 2012,,010936,1127,
Senior Capstone,EE 476C,PROJECT DESIGN PROCEDURES,2,2,CAP,,Fall 2015,,002375,1157,
Senior Capstone,EE 476C,PROJECT DESIGN PROCEDURES,1,1,CAP,,Spring 2005,Summer 2015,002375,1051,1154
Senior Capstone,EE 476C,EGR DESIGN PROC LAB,1,1,CAP,,Fall 2001,Winter 2004,002375,1017,1048
Senior Capstone,EE 486C,CAPSTONE DESIGN,3,3,CAP,,Spring 2005,,002382,1051,
Senior Capstone,EE 486C,CAPSTONE DESIGN,1,3,CAP,,Fall 2001,Winter 2004,002382,1017,1048
Senior Capstone,EGR 476C,ENGINEERING DESIGN I,2,2,CAP,,Fall 2014,,002538,1147,
Senior Capstone,EGR 486C,ENGINEERING DESIGN II,3,3,CAP,,Fall 2014,,002546,1147,
Senior Capstone,EM 498C,SENIOR SEMINAR,1,3,CAP,,Spring 2001,Spring 2010,002597,1011,1101
Senior Capstone,EMF 423C,ELECTRONIC MEDIA NEWS PROCESS,3,3,CAP,,Fall 2006,Spring 2011,009926,1067,1111
